证券代码,证券名称,交易时间,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅%,成交量,成交额
AUTD,黄金T+D,2020-11-14 01:30:00,397.3300,397.3300,397.2000,397.2900,-0.0400,-0.0101,20,"7,944,380"
AUTD,黄金T+D,2020-11-14 01:35:00,397.2000,397.2900,397.1800,397.1800,-0.1100,-0.0277,8,"3,177,760"
AUTD,黄金T+D,2020-11-14 01:40:00,397.1800,397.2500,397.1100,397.2500,0.0700,0.0176,70,"27,802,660"
AUTD,黄金T+D,2020-11-14 01:45:00,397.2500,397.3000,397.1600,397.3000,0.0500,0.0126,8,"3,177,780"
AUTD,黄金T+D,2020-11-14 01:50:00,397.3000,397.3000,396.9000,396.9000,-0.4000,-0.1007,94,"37,322,860"
AUTD,黄金T+D,2020-11-14 01:55:00,396.9600,397.1600,396.9600,397.1500,0.2500,0.0630,24,"9,529,120"
AUTD,黄金T+D,2020-11-14 02:00:00,397.1500,397.1600,397.0500,397.1600,0.0100,0.0025,4,"1,588,420"
AUTD,黄金T+D,2020-11-14 02:05:00,397.1600,397.1600,396.9100,396.9100,-0.2500,-0.0629,54,"21,438,820"
AUTD,黄金T+D,2020-11-14 02:10:00,396.9000,396.9500,396.7000,396.8200,-0.0900,-0.0227,90,"35,714,500"
AUTD,黄金T+D,2020-11-14 02:15:00,396.8500,396.8500,396.7000,396.7000,-0.1200,-0.0302,134,"53,161,360"
AUTD,黄金T+D,2020-11-14 02:20:00,396.8000,396.8300,396.7200,396.7800,0.0800,0.0202,20,"7,935,740"
AUTD,黄金T+D,2020-11-14 02:25:00,396.8300,396.8400,396.5000,396.6200,-0.1600,-0.0403,156,"61,873,400"
AUTD,黄金T+D,2020-11-14 02:30:00,396.5000,396.6500,396.2000,396.2300,-0.3900,-0.0983,246,"97,524,300"
AUTD,黄金T+D,2020-11-16 09:05:00,396.1000,396.4600,395.7100,396.0600,-0.1700,-0.0429,"1,292","511,750,144"
AUTD,黄金T+D,2020-11-16 09:10:00,396.0500,396.7800,396.0500,396.7500,0.6900,0.1742,"1,272","504,351,408"
AUTD,黄金T+D,2020-11-16 09:15:00,396.7500,397.4700,396.7500,397.3500,0.6000,0.1512,"1,214","482,035,664"
AUTD,黄金T+D,2020-11-16 09:20:00,397.3300,397.4100,397.0700,397.2200,-0.1300,-0.0327,"1,208","479,845,296"
AUTD,黄金T+D,2020-11-16 09:25:00,397.2500,397.5900,397.2300,397.3200,0.1000,0.0252,786,"312,361,744"
AUTD,黄金T+D,2020-11-16 09:30:00,397.3000,397.3000,397.1200,397.2500,-0.0700,-0.0176,384,"152,526,520"
AUTD,黄金T+D,2020-11-16 09:35:00,397.2800,397.4400,397.1500,397.4100,0.1600,0.0403,532,"211,375,620"
AUTD,黄金T+D,2020-11-16 09:40:00,397.4300,397.6600,397.3500,397.4500,0.0400,0.0101,730,"290,157,744"
AUTD,黄金T+D,2020-11-16 09:45:00,397.4500,397.5700,397.4300,397.4900,0.0400,0.0101,374,"148,665,660"
AUTD,黄金T+D,2020-11-16 09:50:00,397.4500,397.4800,397.3300,397.4100,-0.0800,-0.0201,224,"89,018,620"
AUTD,黄金T+D,2020-11-16 09:55:00,397.4000,397.4300,397.3300,397.3500,-0.0600,-0.0151,180,"71,530,360"
AUTD,黄金T+D,2020-11-16 10:00:00,397.3000,397.4000,397.2000,397.3200,-0.0300,-0.0075,510,"202,625,140"
AUTD,黄金T+D,2020-11-16 10:05:00,397.3000,397.3300,397.1700,397.3300,0.0100,0.0025,304,"120,774,680"
AUTD,黄金T+D,2020-11-16 10:10:00,397.3000,397.5500,397.2900,397.5500,0.2200,0.0554,768,"305,196,560"
AUTD,黄金T+D,2020-11-16 10:15:00,397.5500,397.6400,397.4500,397.4600,-0.0900,-0.0226,996,"395,960,496"
AUTD,黄金T+D,2020-11-16 10:20:00,397.4500,397.6000,397.4500,397.4800,0.0200,0.0050,390,"155,051,740"
AUTD,黄金T+D,2020-11-16 10:25:00,397.4600,397.5000,397.4500,397.4900,0.0100,0.0025,272,"108,117,140"
AUTD,黄金T+D,2020-11-16 10:30:00,397.4100,397.5000,397.4000,397.4000,-0.0900,-0.0226,192,"76,317,260"
AUTD,黄金T+D,2020-11-16 10:35:00,397.4000,397.5000,397.3000,397.4000,0.0000,0.0000,414,"164,526,580"
AUTD,黄金T+D,2020-11-16 10:40:00,397.4600,397.4600,397.1000,397.2300,-0.1700,-0.0428,292,"115,995,300"
AUTD,黄金T+D,2020-11-16 10:45:00,397.2300,397.2800,397.2000,397.2500,0.0200,0.0050,230,"91,357,880"
AUTD,黄金T+D,2020-11-16 10:50:00,397.2400,397.3000,397.2200,397.2400,-0.0100,-0.0025,180,"71,507,260"
AUTD,黄金T+D,2020-11-16 10:55:00,397.2400,397.4400,397.2100,397.3000,0.0600,0.0151,226,"89,792,820"
AUTD,黄金T+D,2020-11-16 11:00:00,397.3000,397.3500,397.0800,397.0800,-0.2200,-0.0554,308,"122,347,820"
AUTD,黄金T+D,2020-11-16 11:05:00,397.1400,397.2400,397.1300,397.2200,0.1400,0.0353,152,"60,376,120"
AUTD,黄金T+D,2020-11-16 11:10:00,397.2400,397.3800,397.2400,397.2800,0.0600,0.0151,408,"162,096,160"
AUTD,黄金T+D,2020-11-16 11:15:00,397.3000,397.3500,397.2500,397.2600,-0.0200,-0.0050,338,"134,287,520"
AUTD,黄金T+D,2020-11-16 11:20:00,397.2600,397.3000,397.2000,397.2000,-0.0600,-0.0151,288,"114,409,280"
AUTD,黄金T+D,2020-11-16 11:25:00,397.2000,397.2000,397.1500,397.1900,-0.0100,-0.0025,182,"72,288,640"
AUTD,黄金T+D,2020-11-16 11:30:00,397.2000,397.2800,397.1000,397.1000,-0.0900,-0.0227,298,"118,368,840"
AUTD,黄金T+D,2020-11-16 11:35:00,397.0800,397.0800,397.0800,397.0800,-0.0200,-0.0050,8,"3,176,640"
AUTD,黄金T+D,2020-11-16 11:40:00,397.0800,397.2500,397.0800,397.1100,0.0300,0.0076,44,"17,476,460"
AUTD,黄金T+D,2020-11-16 11:45:00,397.2000,397.2400,397.0800,397.1000,-0.0100,-0.0025,38,"15,091,400"
AUTD,黄金T+D,2020-11-16 11:50:00,397.1000,397.1600,397.0100,397.1000,0.0000,0.0000,98,"38,911,640"
AUTD,黄金T+D,2020-11-16 11:55:00,397.1000,397.1000,397.1000,397.1000,0.0000,0.0000,48,"19,060,800"
AUTD,黄金T+D,2020-11-16 12:00:00,397.1000,397.2000,397.1000,397.1800,0.0800,0.0201,18,"7,148,960"
AUTD,黄金T+D,2020-11-16 12:05:00,397.1800,397.2000,397.1800,397.1900,0.0100,0.0025,12,"4,766,360"
AUTD,黄金T+D,2020-11-16 12:10:00,397.1600,397.1900,397.1600,397.1900,0.0000,0.0000,14,"5,560,520"
AUTD,黄金T+D,2020-11-16 12:15:00,397.1900,397.2000,397.1800,397.2000,0.0100,0.0025,6,"2,383,160"
AUTD,黄金T+D,2020-11-16 12:20:00,397.2000,397.2500,397.2000,397.2500,0.0500,0.0126,46,"18,273,220"
AUTD,黄金T+D,2020-11-16 12:25:00,397.2500,397.2800,397.1400,397.1400,-0.1100,-0.0277,28,"11,123,200"
AUTD,黄金T+D,2020-11-16 12:30:00,397.1400,397.1600,397.1400,397.1600,0.0200,0.0050,2,"794,320"
AUTD,黄金T+D,2020-11-16 12:35:00,397.1600,397.1600,397.1600,397.1600,0.0000,0.0000,6,"2,382,960"
AUTD,黄金T+D,2020-11-16 12:40:00,397.1600,397.1600,397.1600,397.1600,0.0000,0.0000,0,0
AUTD,黄金T+D,2020-11-16 12:45:00,397.1600,397.2000,397.1600,397.1700,0.0100,0.0025,24,"9,532,380"
AUTD,黄金T+D,2020-11-16 12:50:00,397.1700,397.2300,397.1600,397.1700,0.0000,0.0000,40,"15,886,800"
AUTD,黄金T+D,2020-11-16 12:55:00,397.1600,397.1600,397.1200,397.1500,-0.0200,-0.0050,114,"45,274,600"
AUTD,黄金T+D,2020-11-16 13:00:00,397.1500,397.2400,397.1500,397.2400,0.0900,0.0227,2,"794,480"
AUTD,黄金T+D,2020-11-16 13:05:00,397.2400,397.2400,397.1000,397.1000,-0.1400,-0.0352,156,"61,954,600"
AUTD,黄金T+D,2020-11-16 13:10:00,397.1000,397.1300,397.0500,397.0700,-0.0300,-0.0076,54,"21,444,140"
AUTD,黄金T+D,2020-11-16 13:15:00,397.1000,397.1000,397.1000,397.1000,0.0300,0.0076,52,"20,649,200"
AUTD,黄金T+D,2020-11-16 13:20:00,397.1800,397.1800,397.0000,397.0300,-0.0700,-0.0176,198,"78,614,520"
AUTD,黄金T+D,2020-11-16 13:25:00,397.0400,397.0500,396.9600,397.0400,0.0100,0.0025,208,"82,575,420"
AUTD,黄金T+D,2020-11-16 13:30:00,397.0400,397.0400,396.8600,396.8600,-0.1800,-0.0453,148,"58,745,860"
AUTD,黄金T+D,2020-11-16 13:35:00,396.8100,396.8200,396.4500,396.6000,-0.2600,-0.0655,608,"241,153,020"
AUTD,黄金T+D,2020-11-16 13:40:00,396.6000,396.6400,396.3500,396.4200,-0.1800,-0.0454,632,"250,552,160"
AUTD,黄金T+D,2020-11-16 13:45:00,396.4000,396.5600,396.2500,396.3500,-0.0700,-0.0177,474,"187,907,180"
AUTD,黄金T+D,2020-11-16 13:50:00,396.3500,396.3500,396.0800,396.3300,-0.0200,-0.0051,636,"252,005,400"
AUTD,黄金T+D,2020-11-16 13:55:00,396.3300,396.3800,396.2400,396.3000,-0.0300,-0.0076,638,"252,837,820"
AUTD,黄金T+D,2020-11-16 14:00:00,396.3200,396.3200,396.0500,396.1000,-0.2000,-0.0505,512,"202,836,960"
AUTD,黄金T+D,2020-11-16 14:05:00,396.1000,396.1500,396.0500,396.1100,0.0100,0.0025,460,"182,209,740"
AUTD,黄金T+D,2020-11-16 14:10:00,396.1000,396.2000,395.6500,395.8000,-0.3100,-0.0783,"1,066","421,996,432"
AUTD,黄金T+D,2020-11-16 14:15:00,395.7500,395.7800,395.2000,395.4000,-0.4000,-0.1011,"1,176","465,169,712"
AUTD,黄金T+D,2020-11-16 14:20:00,395.3900,395.5700,395.3700,395.5100,0.1100,0.0278,"1,288","509,358,160"
AUTD,黄金T+D,2020-11-16 14:25:00,395.5100,395.6600,395.3000,395.6100,0.1000,0.0253,"1,152","455,604,720"
AUTD,黄金T+D,2020-11-16 14:30:00,395.6000,395.6500,395.5000,395.6500,0.0400,0.0101,"1,018","402,684,624"
AUTD,黄金T+D,2020-11-16 14:35:00,395.6500,396.0200,395.6000,396.0100,0.3600,0.0910,"1,222","483,698,416"
AUTD,黄金T+D,2020-11-16 14:40:00,395.9900,396.0300,395.9000,395.9000,-0.1100,-0.0278,752,"297,776,576"
AUTD,黄金T+D,2020-11-16 14:45:00,395.9000,395.9400,395.7300,395.7700,-0.1300,-0.0328,338,"133,787,880"
AUTD,黄金T+D,2020-11-16 14:50:00,395.8000,395.8500,395.7700,395.8000,0.0300,0.0076,516,"204,237,480"
AUTD,黄金T+D,2020-11-16 14:55:00,395.8300,395.9000,395.5900,395.7000,-0.1000,-0.0253,672,"265,959,300"
AUTD,黄金T+D,2020-11-16 15:00:00,395.7000,395.7600,395.5000,395.5300,-0.1700,-0.0430,390,"154,299,840"
AUTD,黄金T+D,2020-11-16 15:05:00,395.5300,395.6000,395.3100,395.3100,-0.2200,-0.0556,654,"258,599,900"
AUTD,黄金T+D,2020-11-16 15:10:00,395.3000,395.3500,395.2100,395.2100,-0.1000,-0.0253,428,"169,187,020"
AUTD,黄金T+D,2020-11-16 15:15:00,395.2100,395.2800,395.0300,395.0500,-0.1600,-0.0405,362,"143,046,560"
AUTD,黄金T+D,2020-11-16 15:20:00,395.0400,395.2000,395.0400,395.1300,0.0800,0.0203,418,"165,147,540"
AUTD,黄金T+D,2020-11-16 15:25:00,395.1400,395.2000,395.0900,395.1700,0.0400,0.0101,270,"106,685,340"
AUTD,黄金T+D,2020-11-16 15:30:00,395.1700,395.1900,395.0600,395.0900,-0.0800,-0.0202,488,"192,823,880"
AUTD,黄金T+D,2020-11-16 20:05:00,391.1700,392.6200,389.6800,392.5900,-2.5000,-0.6328,"2,566","1,004,839,712"
AUTD,黄金T+D,2020-11-16 20:10:00,392.5900,393.4000,392.3700,392.4900,-0.1000,-0.0255,986,"387,234,448"
AUTD,黄金T+D,2020-11-16 20:15:00,392.4900,392.7100,392.0000,392.6000,0.1100,0.0280,822,"322,509,312"
AUTD,黄金T+D,2020-11-16 20:20:00,392.7100,393.1900,392.5100,392.7900,0.1900,0.0484,558,"219,188,640"
AUTD,黄金T+D,2020-11-16 20:25:00,392.7600,393.2000,392.6000,392.7400,-0.0500,-0.0127,504,"197,974,180"
AUTD,黄金T+D,2020-11-16 20:30:00,392.8500,393.3000,392.8500,393.1000,0.3600,0.0917,330,"129,722,640"
AUTD,黄金T+D,2020-11-16 20:35:00,393.1000,393.3300,393.0500,393.3300,0.2300,0.0585,398,"156,485,680"
AUTD,黄金T+D,2020-11-16 20:40:00,393.3100,393.8500,393.3100,393.5100,0.1800,0.0458,476,"187,368,920"
AUTD,黄金T+D,2020-11-16 20:45:00,393.6000,393.6000,393.1000,393.1700,-0.3400,-0.0864,364,"143,194,280"
AUTD,黄金T+D,2020-11-16 20:50:00,393.1600,393.4500,393.0100,393.4500,0.2800,0.0712,124,"48,753,340"
AUTD,黄金T+D,2020-11-16 20:55:00,393.3500,393.4500,393.1000,393.3700,-0.0800,-0.0203,78,"30,678,040"
AUTD,黄金T+D,2020-11-16 21:00:00,393.3300,393.3300,393.0700,393.3000,-0.0700,-0.0178,268,"105,394,880"
AUTD,黄金T+D,2020-11-16 21:05:00,393.2600,393.8500,393.0000,393.7400,0.4400,0.1119,"1,092","429,677,680"
AUTD,黄金T+D,2020-11-16 21:10:00,393.7400,393.7700,393.4100,393.7700,0.0300,0.0076,736,"289,681,504"
AUTD,黄金T+D,2020-11-16 21:15:00,393.7200,393.7300,393.5400,393.5600,-0.2100,-0.0533,406,"159,831,060"
AUTD,黄金T+D,2020-11-16 21:20:00,393.6000,393.6500,393.1600,393.1600,-0.4000,-0.1016,222,"87,319,880"
AUTD,黄金T+D,2020-11-16 21:25:00,393.1600,393.1600,392.7500,392.9300,-0.2300,-0.0585,578,"227,128,180"
AUTD,黄金T+D,2020-11-16 21:30:00,393.0000,393.1600,392.9000,393.0500,0.1200,0.0305,476,"187,077,400"
AUTD,黄金T+D,2020-11-16 21:35:00,393.0500,394.3000,393.0500,394.3000,1.2500,0.3180,624,"245,690,460"
AUTD,黄金T+D,2020-11-16 21:40:00,394.2000,394.7800,394.2000,394.7100,0.4100,0.1040,758,"299,074,464"
AUTD,黄金T+D,2020-11-16 21:45:00,394.7100,395.6700,394.7100,395.2800,0.5700,0.1444,"1,384","547,072,384"
AUTD,黄金T+D,2020-11-16 21:50:00,395.3500,395.4600,395.0500,395.1000,-0.1800,-0.0455,318,"125,694,720"
AUTD,黄金T+D,2020-11-16 21:55:00,395.0500,395.5000,395.0500,395.5000,0.4000,0.1012,310,"122,538,620"
AUTD,黄金T+D,2020-11-16 22:00:00,395.5400,396.1000,395.3000,395.8800,0.3800,0.0961,558,"220,856,320"
AUTD,黄金T+D,2020-11-16 22:05:00,395.8800,395.9600,395.6600,395.7500,-0.1300,-0.0328,404,"159,905,360"
AUTD,黄金T+D,2020-11-16 22:10:00,395.8000,395.9700,395.6400,395.8200,0.0700,0.0177,200,"79,162,580"
AUTD,黄金T+D,2020-11-16 22:15:00,395.8200,396.0000,395.7000,395.8200,0.0000,0.0000,386,"152,796,900"
AUTD,黄金T+D,2020-11-16 22:20:00,395.8400,395.8400,395.4300,395.5800,-0.2400,-0.0606,228,"90,201,920"
AUTD,黄金T+D,2020-11-16 22:25:00,395.5800,395.8400,395.5800,395.7900,0.2100,0.0531,232,"91,813,400"
AUTD,黄金T+D,2020-11-16 22:30:00,395.7900,396.0000,395.7500,395.8800,0.0900,0.0227,202,"79,974,480"
AUTD,黄金T+D,2020-11-16 22:35:00,395.8400,395.9200,395.6800,395.9000,0.0200,0.0050,176,"69,662,140"
AUTD,黄金T+D,2020-11-16 22:40:00,395.9600,396.5300,395.9000,396.3900,0.4900,0.1238,446,"176,730,120"
AUTD,黄金T+D,2020-11-16 22:45:00,396.5000,396.5100,396.0200,396.1900,-0.2000,-0.0505,344,"136,294,440"
AUTD,黄金T+D,2020-11-16 22:50:00,396.1500,396.1500,395.7800,395.8800,-0.3100,-0.0782,238,"94,236,660"
AUTD,黄金T+D,2020-11-16 22:55:00,395.9000,396.0700,395.8000,395.9900,0.1100,0.0278,88,"34,843,040"
AUTD,黄金T+D,2020-11-16 23:00:00,395.9100,396.0400,395.8100,395.8500,-0.1400,-0.0354,184,"72,845,840"
AUTD,黄金T+D,2020-11-16 23:05:00,395.9000,395.9000,395.5500,395.7900,-0.0600,-0.0152,202,"79,933,440"
AUTD,黄金T+D,2020-11-16 23:10:00,395.8200,396.1500,395.8200,396.1000,0.3100,0.0783,86,"34,055,860"
AUTD,黄金T+D,2020-11-16 23:15:00,396.0200,396.1900,396.0000,396.0000,-0.1000,-0.0252,72,"28,519,560"
AUTD,黄金T+D,2020-11-16 23:20:00,396.0000,396.0500,395.8900,396.0000,0.0000,0.0000,188,"74,444,840"
AUTD,黄金T+D,2020-11-16 23:25:00,396.0100,396.1100,396.0000,396.0500,0.0500,0.0126,120,"47,528,400"
AUTD,黄金T+D,2020-11-16 23:30:00,396.0500,396.0500,395.8800,395.9600,-0.0900,-0.0227,56,"22,175,460"
AUTD,黄金T+D,2020-11-16 23:35:00,395.9700,396.1100,395.7400,396.1100,0.1500,0.0379,60,"23,755,700"
AUTD,黄金T+D,2020-11-16 23:40:00,396.1200,396.2000,396.0600,396.0600,-0.0500,-0.0126,78,"30,900,520"
AUTD,黄金T+D,2020-11-16 23:45:00,396.0700,396.0900,395.8900,395.9500,-0.1100,-0.0278,78,"30,886,460"
AUTD,黄金T+D,2020-11-16 23:50:00,396.0200,396.0200,396.0200,396.0200,0.0700,0.0177,2,"792,040"
AUTD,黄金T+D,2020-11-16 23:55:00,396.0000,396.0000,396.0000,396.0000,-0.0200,-0.0050,14,"5,544,000"
AUTD,黄金T+D,2020-11-17 00:00:00,396.0000,396.0000,395.7700,395.9000,-0.1000,-0.0253,44,"17,416,040"
AUTD,黄金T+D,2020-11-17 00:05:00,396.0000,396.0200,395.9700,395.9700,0.0700,0.0177,14,"5,543,940"
AUTD,黄金T+D,2020-11-17 00:10:00,395.7400,396.0100,395.7400,396.0100,0.0400,0.0101,60,"23,754,460"
AUTD,黄金T+D,2020-11-17 00:15:00,396.1000,396.2400,396.0400,396.0400,0.0300,0.0076,40,"15,845,780"
AUTD,黄金T+D,2020-11-17 00:20:00,396.0800,396.2500,396.0000,396.2100,0.1700,0.0429,32,"12,677,380"
AUTD,黄金T+D,2020-11-17 00:25:00,396.3000,396.6000,396.3000,396.5500,0.3400,0.0858,196,"77,714,300"
AUTD,黄金T+D,2020-11-17 00:30:00,396.5500,396.5900,396.3300,396.4000,-0.1500,-0.0378,50,"19,823,980"
AUTD,黄金T+D,2020-11-17 00:35:00,396.4200,396.5200,396.4200,396.5200,0.1200,0.0303,52,"20,617,400"
AUTD,黄金T+D,2020-11-17 00:40:00,396.5500,396.8700,396.5500,396.8700,0.3500,0.0883,98,"38,878,800"
AUTD,黄金T+D,2020-11-17 00:45:00,396.8700,396.8800,396.7600,396.8700,0.0000,0.0000,42,"16,667,260"
AUTD,黄金T+D,2020-11-17 00:50:00,396.8700,396.9400,396.8000,396.8300,-0.0400,-0.0101,136,"53,976,780"
AUTD,黄金T+D,2020-11-17 00:55:00,396.8500,397.0000,396.8200,396.9700,0.1400,0.0353,114,"45,253,560"
AUTD,黄金T+D,2020-11-17 01:00:00,396.9800,396.9800,396.8100,396.9400,-0.0300,-0.0076,112,"44,455,660"
AUTD,黄金T+D,2020-11-17 01:05:00,396.9600,396.9600,396.7500,396.8000,-0.1400,-0.0353,50,"19,841,740"
AUTD,黄金T+D,2020-11-17 01:10:00,396.8000,396.8000,396.6000,396.6300,-0.1700,-0.0428,38,"15,072,060"
AUTD,黄金T+D,2020-11-17 01:15:00,396.6300,396.6300,396.4400,396.4500,-0.1800,-0.0454,48,"19,032,240"
AUTD,黄金T+D,2020-11-17 01:20:00,396.4100,396.6000,396.4100,396.6000,0.1500,0.0378,38,"15,067,460"
AUTD,黄金T+D,2020-11-17 01:25:00,396.5700,396.5700,396.5000,396.5000,-0.1000,-0.0252,18,"7,137,880"
AUTD,黄金T+D,2020-11-17 01:30:00,396.5000,396.5000,396.5000,396.5000,0.0000,0.0000,2,"793,000"
AUTD,黄金T+D,2020-11-17 01:35:00,396.4000,396.5000,396.2700,396.3100,-0.1900,-0.0479,32,"12,682,840"
AUTD,黄金T+D,2020-11-17 01:40:00,396.3100,396.3300,396.3100,396.3300,0.0200,0.0050,2,"792,660"
AUTD,黄金T+D,2020-11-17 01:45:00,396.4300,396.4300,396.2700,396.2700,-0.0600,-0.0151,30,"11,889,740"
AUTD,黄金T+D,2020-11-17 01:50:00,396.2700,396.2700,396.0400,396.0400,-0.2300,-0.0580,16,"6,338,660"
AUTD,黄金T+D,2020-11-17 01:55:00,396.0000,396.0000,395.7100,395.8200,-0.2200,-0.0556,44,"17,416,540"
AUTD,黄金T+D,2020-11-17 02:00:00,395.8200,395.9000,395.8200,395.9000,0.0800,0.0202,10,"3,958,980"
AUTD,黄金T+D,2020-11-17 02:05:00,395.9000,395.9000,395.7200,395.7500,-0.1500,-0.0379,16,"6,332,700"
AUTD,黄金T+D,2020-11-17 02:10:00,395.7000,395.7500,395.6500,395.7500,0.0000,0.0000,48,"18,995,020"
AUTD,黄金T+D,2020-11-17 02:15:00,395.7600,395.8400,395.7000,395.7000,-0.0500,-0.0126,12,"4,748,920"
AUTD,黄金T+D,2020-11-17 02:20:00,395.7100,395.8800,395.7100,395.7500,0.0500,0.0126,32,"12,663,660"
AUTD,黄金T+D,2020-11-17 02:25:00,395.7200,395.9300,395.7000,395.8100,0.0600,0.0152,28,"11,082,340"
AUTD,黄金T+D,2020-11-17 02:30:00,395.8200,395.8600,395.5000,395.8600,0.0500,0.0126,242,"95,745,560"
AUTD,黄金T+D,2020-11-17 09:05:00,395.3000,395.4500,395.1000,395.3900,-0.4700,-0.1187,850,"336,054,384"
AUTD,黄金T+D,2020-11-17 09:10:00,395.3500,395.3500,395.0200,395.2900,-0.1000,-0.0253,746,"294,817,744"
AUTD,黄金T+D,2020-11-17 09:15:00,395.3000,395.6700,395.2800,395.5500,0.2600,0.0658,288,"113,878,360"
AUTD,黄金T+D,2020-11-17 09:20:00,395.5700,395.6800,395.4500,395.5500,0.0000,0.0000,154,"60,915,300"
AUTD,黄金T+D,2020-11-17 09:25:00,395.5400,395.6200,395.4300,395.4300,-0.1200,-0.0303,474,"187,502,580"
AUTD,黄金T+D,2020-11-17 09:30:00,395.4300,395.4300,395.2200,395.2300,-0.2000,-0.0506,186,"73,521,380"
AUTD,黄金T+D,2020-11-17 09:35:00,395.2800,395.5600,395.2700,395.5500,0.3200,0.0810,424,"167,654,140"
AUTD,黄金T+D,2020-11-17 09:40:00,395.5200,395.5600,395.3000,395.3900,-0.1600,-0.0404,234,"92,551,800"
AUTD,黄金T+D,2020-11-17 09:45:00,395.3100,395.4500,395.3000,395.3400,-0.0500,-0.0127,270,"106,749,240"
AUTD,黄金T+D,2020-11-17 09:50:00,395.3200,395.3200,395.1600,395.2000,-0.1400,-0.0354,516,"203,933,700"
AUTD,黄金T+D,2020-11-17 09:55:00,395.2000,395.2000,395.0000,395.0700,-0.1300,-0.0329,800,"316,082,928"
AUTD,黄金T+D,2020-11-17 10:00:00,395.0700,395.2300,395.0500,395.1700,0.1000,0.0253,390,"154,108,980"
AUTD,黄金T+D,2020-11-17 10:05:00,395.1700,395.2200,395.1300,395.1300,-0.0400,-0.0101,396,"156,494,640"
AUTD,黄金T+D,2020-11-17 10:10:00,395.1300,395.2500,395.0100,395.1800,0.0500,0.0127,540,"213,397,140"
AUTD,黄金T+D,2020-11-17 10:15:00,395.1800,395.2000,395.1600,395.2000,0.0200,0.0051,202,"79,827,560"
AUTD,黄金T+D,2020-11-17 10:20:00,395.2000,395.2000,395.0500,395.1700,-0.0300,-0.0076,68,"26,871,920"
AUTD,黄金T+D,2020-11-17 10:25:00,395.2000,395.4000,395.2000,395.2900,0.1200,0.0304,190,"75,099,340"
AUTD,黄金T+D,2020-11-17 10:30:00,395.3000,395.3000,395.2000,395.2900,0.0000,0.0000,312,"123,329,360"
AUTD,黄金T+D,2020-11-17 10:35:00,395.2900,395.2900,395.2000,395.2800,-0.0100,-0.0025,366,"144,663,200"
AUTD,黄金T+D,2020-11-17 10:40:00,395.2800,395.3800,395.1700,395.2300,-0.0500,-0.0126,230,"90,905,620"
AUTD,黄金T+D,2020-11-17 10:45:00,395.2500,395.3900,395.2500,395.2600,0.0300,0.0076,870,"343,904,608"
AUTD,黄金T+D,2020-11-17 10:50:00,395.3000,395.5400,395.2600,395.4900,0.2300,0.0582,"1,176","465,038,688"
AUTD,黄金T+D,2020-11-17 10:55:00,395.4900,395.4900,395.3500,395.4500,-0.0400,-0.0101,382,"151,057,380"
AUTD,黄金T+D,2020-11-17 11:00:00,395.4500,395.5000,395.3900,395.4500,0.0000,0.0000,398,"157,384,840"
AUTD,黄金T+D,2020-11-17 11:05:00,395.4500,395.5300,395.4100,395.5300,0.0800,0.0202,244,"96,495,840"
AUTD,黄金T+D,2020-11-17 11:10:00,395.5300,395.5300,395.4900,395.5200,-0.0100,-0.0025,162,"64,073,820"
AUTD,黄金T+D,2020-11-17 11:15:00,395.5300,395.6000,395.5300,395.5800,0.0600,0.0152,440,"174,056,380"
AUTD,黄金T+D,2020-11-17 11:20:00,395.5800,395.6000,395.5000,395.5800,0.0000,0.0000,218,"86,238,000"
AUTD,黄金T+D,2020-11-17 11:25:00,395.5300,395.6000,395.5000,395.6000,0.0200,0.0051,308,"121,832,400"
AUTD,黄金T+D,2020-11-17 11:30:00,395.5800,395.5800,395.5000,395.5800,-0.0200,-0.0051,170,"67,241,940"
AUTD,黄金T+D,2020-11-17 11:35:00,395.5800,395.5800,395.5300,395.5300,-0.0500,-0.0126,8,"3,164,420"
AUTD,黄金T+D,2020-11-17 11:40:00,395.5300,395.5800,395.5300,395.5800,0.0500,0.0126,30,"11,866,000"
AUTD,黄金T+D,2020-11-17 11:45:00,395.5100,395.5100,395.5000,395.5000,-0.0800,-0.0202,16,"6,328,140"
AUTD,黄金T+D,2020-11-17 11:50:00,395.5000,395.5800,395.5000,395.5800,0.0800,0.0202,16,"6,328,960"
AUTD,黄金T+D,2020-11-17 11:55:00,395.5800,395.5800,395.5000,395.5000,-0.0800,-0.0202,26,"10,283,240"
AUTD,黄金T+D,2020-11-17 12:00:00,395.5000,395.5800,395.5000,395.5800,0.0800,0.0202,16,"6,328,660"
AUTD,黄金T+D,2020-11-17 12:05:00,395.5800,395.5800,395.5200,395.5200,-0.0600,-0.0152,42,"16,611,960"
AUTD,黄金T+D,2020-11-17 12:10:00,395.5700,395.5800,395.5500,395.5500,0.0300,0.0076,10,"3,955,720"
AUTD,黄金T+D,2020-11-17 12:15:00,395.5100,395.5800,395.4000,395.4000,-0.1500,-0.0379,54,"21,352,900"
AUTD,黄金T+D,2020-11-17 12:20:00,395.4000,395.4100,395.2900,395.2900,-0.1100,-0.0278,198,"78,279,440"
AUTD,黄金T+D,2020-11-17 12:25:00,395.2900,395.3000,395.1400,395.1800,-0.1100,-0.0278,206,"81,418,300"
AUTD,黄金T+D,2020-11-17 12:30:00,395.1400,395.2800,395.0100,395.1400,-0.0400,-0.0101,172,"67,961,340"
