DATE,TIME,Open,Highest,Lowest,Close,Volumn
2020/4/7,14:25,373.13,373.15,372.98,373.01,506
2020/4/7,14:30,373.04,373.13,373,373.05,1048
2020/4/7,14:35,373.05,373.1,372.77,372.9,1414
2020/4/7,14:40,372.9,372.96,372.61,372.85,1150
2020/4/7,14:45,372.85,373,372.64,372.74,752
2020/4/7,14:50,372.74,372.9,372.6,372.64,1422
2020/4/7,14:55,372.63,372.7,372.35,372.6,1374
2020/4/7,15:00,372.6,372.99,372.52,372.93,2274
2020/4/7,15:05,372.89,373.6,372.89,373,1958
2020/4/7,15:10,373,373,372.66,372.7,854
2020/4/7,15:15,372.69,372.82,372.5,372.6,942
2020/4/7,15:20,372.6,372.6,372.33,372.55,842
2020/4/7,15:25,372.55,372.59,372,372,1872
2020/4/7,15:30,372,372.03,370.7,370.9,2662
2020/5/6,9:05,378.51,379.77,378.04,379.77,3902
2020/5/6,9:10,379.95,379.96,379.5,379.7,1392
2020/5/6,9:15,379.69,380.29,379.69,380.09,1600
2020/5/6,9:20,380.06,380.42,380.01,380.27,1208
2020/5/6,9:25,380.25,380.27,380.02,380.11,760
2020/5/6,9:30,380.11,380.13,379.9,379.9,410
2020/5/6,9:35,380,380.09,379.88,379.96,634
2020/5/6,9:40,379.96,380.08,379.88,379.93,468
2020/5/6,9:45,379.93,380,379.9,379.96,412
2020/5/6,9:50,379.95,380.08,379.91,380.06,744
2020/5/6,9:55,380.08,380.19,380.05,380.14,694
2020/5/6,10:00,380.2,380.25,380.05,380.06,880
2020/5/6,10:05,380.09,380.18,379.95,379.95,986
2020/5/6,10:10,379.95,380.05,379.7,379.9,818
2020/5/6,10:15,379.89,379.92,379.81,379.83,518
2020/5/6,10:20,379.86,379.97,379.8,379.92,296
2020/5/6,10:25,379.92,379.97,379.85,379.92,408
2020/5/6,10:30,379.92,380,379.87,380,380
2020/5/6,10:35,379.95,380.03,379.95,380,678
2020/5/6,10:40,379.97,379.97,379.88,379.9,336
2020/5/6,10:45,379.91,379.95,379.87,379.9,926
2020/5/6,10:50,379.86,379.94,379.86,379.87,162
2020/5/6,10:55,379.9,379.9,379.82,379.84,82
2020/5/6,11:00,379.95,379.95,379.83,379.87,182
2020/5/6,11:05,379.85,379.9,379.82,379.85,144
2020/5/6,11:10,379.85,379.87,379.63,379.63,290
2020/5/6,11:15,379.65,379.75,379.63,379.68,116
2020/5/6,11:20,379.67,379.67,379.5,379.56,320
2020/5/6,11:25,379.58,379.59,379.18,379.35,590
2020/5/6,11:30,379.33,379.33,379.01,379.1,914
2020/5/6,11:35,379.05,379.54,379.05,379.45,208
2020/5/6,11:40,379.5,379.66,379.5,379.54,56
2020/5/6,11:45,379.55,379.59,379.53,379.57,24
2020/5/6,11:50,379.55,379.55,379.5,379.55,18
2020/5/6,11:55,379.55,379.59,379.5,379.5,46
2020/5/6,12:00,379.51,379.52,379.51,379.51,46
2020/5/6,12:05,379.53,379.55,379.5,379.5,38
2020/5/6,12:10,379.5,379.55,379.5,379.55,30
2020/5/6,12:15,379.57,379.59,379.52,379.52,28
2020/5/6,12:20,379.58,379.6,379.55,379.6,74
2020/5/6,12:25,379.6,379.85,379.6,379.85,72
2020/5/6,12:30,379.78,379.78,379.7,379.7,20
2020/5/6,12:35,379.71,379.72,379.71,379.71,12
2020/5/6,12:40,379.71,379.72,379.7,379.72,34
2020/5/6,12:45,379.72,379.77,379.71,379.71,28
2020/5/6,12:50,379.71,379.8,379.71,379.8,26
2020/5/6,12:55,379.8,379.8,379.75,379.8,18
2020/5/6,13:00,379.8,379.8,379.75,379.75,66
2020/5/6,13:05,379.73,379.75,379.65,379.65,58
2020/5/6,13:10,379.65,379.73,379.65,379.65,16
2020/5/6,13:15,379.65,379.75,379.65,379.65,18
2020/5/6,13:20,379.73,379.8,379.73,379.8,94
2020/5/6,13:25,379.83,379.84,379.75,379.84,120
2020/5/6,13:30,379.82,379.82,379.7,379.75,64
2020/5/6,13:35,379.68,379.68,379.25,379.3,702
2020/5/6,13:40,379.33,379.5,379.27,379.5,446
2020/5/6,13:45,379.5,379.6,379.39,379.44,212
2020/5/6,13:50,379.42,379.68,379.4,379.63,296
2020/5/6,13:55,379.6,379.8,379.45,379.8,422
2020/5/6,14:00,379.8,380.06,379.8,380,1458
2020/5/6,14:05,380.03,380.17,379.87,380.05,814
2020/5/6,14:10,380.06,380.14,379.96,380.11,654
2020/5/6,14:15,380.14,380.27,380.08,380.2,706
2020/5/6,14:20,380.2,380.2,379.85,379.93,422
2020/5/6,14:25,380,380.18,379.95,380,274
